timestamp,open,high,low,close,volume
2025-05-06 01:00:00,94558.4,94723.0,94431.6,94699.2,1160.483
2025-05-06 01:15:00,94699.2,94893.3,94699.1,94761.1,986.106
2025-05-06 01:30:00,94761.0,94774.5,94323.0,94339.8,1393.729
2025-05-06 01:45:00,94339.9,94391.9,94251.7,94254.7,1163.287
2025-05-06 02:00:00,94254.8,94358.0,94159.6,94203.1,1142.682
2025-05-06 02:15:00,94203.0,94203.1,94005.4,94074.2,1469.513
2025-05-06 02:30:00,94074.2,94190.0,93961.0,94109.8,1146.95
2025-05-06 02:45:00,94109.8,94333.2,94109.7,94291.3,1033.231
2025-05-06 03:00:00,94291.2,94352.3,94193.6,94224.4,813.339
2025-05-06 03:15:00,94224.4,94392.5,94181.1,94348.0,608.996
2025-05-06 03:30:00,94348.0,94460.0,94348.0,94440.2,600.691
2025-05-06 03:45:00,94440.1,94473.9,94379.5,94418.3,552.149
2025-05-06 04:00:00,94418.4,94419.2,94300.3,94358.9,488.541
2025-05-06 04:15:00,94358.9,94532.7,94324.3,94524.3,664.028
2025-05-06 04:30:00,94524.2,94546.2,94415.5,94429.2,494.044
2025-05-06 04:45:00,94429.2,94552.4,94429.2,94540.7,562.838
2025-05-06 05:00:00,94540.7,94572.2,94449.7,94449.7,548.293
2025-05-06 05:15:00,94449.7,94484.8,94303.0,94317.6,775.125
2025-05-06 05:30:00,94317.6,94380.0,94267.0,94315.8,405.566
2025-05-06 05:45:00,94315.8,94380.4,94272.0,94300.0,1241.978
2025-05-06 06:00:00,94300.0,94427.7,94300.0,94402.7,495.916
2025-05-06 06:15:00,94402.7,94439.7,94357.3,94381.3,286.961
2025-05-06 06:30:00,94381.4,94450.0,94341.4,94440.0,317.148
2025-05-06 06:45:00,94440.0,94464.0,94378.6,94464.0,266.039
2025-05-06 07:00:00,94464.0,94600.0,94433.3,94452.3,888.888
2025-05-06 07:15:00,94452.3,94452.3,94376.7,94389.0,392.132
2025-05-06 07:30:00,94389.1,94499.0,94310.0,94359.6,569.285
2025-05-06 07:45:00,94359.7,94419.8,94342.6,94350.0,465.551
2025-05-06 08:00:00,94350.0,94354.6,94133.2,94162.8,1363.142
2025-05-06 08:15:00,94162.8,94178.6,93931.1,93986.1,2997.355
2025-05-06 08:30:00,93986.1,94252.0,93986.1,94219.7,1487.913
2025-05-06 08:45:00,94219.7,94350.4,94219.6,94341.7,1318.596
2025-05-06 09:00:00,94341.6,94341.7,94165.6,94165.6,602.899
2025-05-06 09:15:00,94165.6,94188.0,94102.0,94147.5,542.972
2025-05-06 09:30:00,94147.5,94195.2,94082.2,94082.7,425.407
2025-05-06 09:45:00,94082.8,94186.2,94068.0,94179.6,442.606
2025-05-06 10:00:00,94179.5,94179.6,94104.3,94120.0,708.925
2025-05-06 10:15:00,94120.1,94300.0,94109.9,94177.5,836.788
2025-05-06 10:30:00,94177.6,94210.0,94000.1,94028.3,1805.393
2025-05-06 10:45:00,94028.4,94042.1,93812.0,93896.1,5456.227
2025-05-06 11:00:00,93896.1,94020.3,93871.5,93948.3,1125.968
2025-05-06 11:15:00,93948.3,94009.4,93826.0,93842.0,1099.639
2025-05-06 11:30:00,93842.0,93931.1,93765.0,93835.3,1430.94
